,(0)linux time (ms),    (1)uptime  (ms),      (2)drive mode,(3)mpc step counter,(4)mpc origin latitude  (deg),(5)mpc origin longitude  (deg),(6)closest trajectory point index to robot,(7)mpc error x (W;E)  (m),(8)mpc error y (W;E)  (m),(9)abs mpc error (m),(10)input [x] for mhe (m),(11)input [y] for mhe (m),(12)input [speed] for mhe (m/s),(13)input [vyaw] for mhe (rad/s),(14)mhe output x  (m),(15)mhe output y  (m),(16)mhe output speed  (m/s),(17)mhe output yaw  (rad),(18)mpc reference heading (rad),(19)mpc turn rate command (rad/s),(20)turn rate command as PWM,(21)throttle command as PWM,(22)primary gps latitude (deg),(23)primary gps longitude (deg),(24)secondary gps latitude  (deg),(25)secondary gps longitude (deg),(26)accelerometer x (m/s^2),(27)accelerometer y (m/s^2),(28)accelerometer z (m/s^2),(29)gyro yaw rate (rad/s),(30)gyro pitch rate   (rad/s),(31)gyro roll rate (rad/s),      (32)yaw (rad),  (33)pitch   (rad),     (34)roll (rad),(35)sonar1 measurement (m),(36)ultrasonic sensor measurement (m),(37)primary gps time (s),(38)normalized turn rate command,(39)normalized throttle command,(40)speed calculation from encoder left (m/s),(41)speed calculation from encoder right (m/s),(42)front gimbal target angle (degrees from straight down),(43)left gimbal target angle  (degrees from straight down),(44)right gimbal target angle  (degrees from straight down),(45)front gimbal measured angle  (degrees from straight down),(46)left gimbal measured angle    (degrees from straight down),(47)right gimbal measured angle  (degrees from straight down),(48)internal temperature (C),(49)battery voltage (V),(50)primary gps type,(51)secondary gps type,    (52)MPC R value, (53)MPC Q[0] value,Unnamed: 54,weed_num,start
0,1530905128682,366682, RC,0,39.9586186,-88.445067899,0,-17844.0683895278,9453.7864104086,20193.6835219276,-17844.0437896359,9451.6290139056,0.0804711208,0.0,-17844.0581625131,9451.4090880427,0.5034545383,4.6800371730000005,0.0,0.0,1500,1500,40.0436191418,-88.23557878620001,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.0838738978,0.0770683438,90.0,90.0,90.0,96.95719146729999,97.46648406979999,96.8298721313,49.2119979858,16.0565471649,5.2199997902,0,2,25,1,80,9724
1,1530905128751,366751, RC,0,39.9586186,-88.445067899,0,-17844.0675657275,9453.7656024061,20193.6730526045,-17844.0418697354,9451.6318864415,0.0590428114,0.0,-17844.0573387128,9451.3882800402,0.47110482299999995,4.6807553639999995,0.0,0.0,1500,1500,40.0436191677,-88.23557880870001,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.062169685999999995,0.055915933099999995,90.0,90.0,90.0,94.729019165,97.27549743649999,97.5938110352,49.2119979858,16.0565471649,5.2199997902,0,2,25,1,86,9727
2,1530905128801,366801, RC,0,39.9586186,-88.445067899,0,-17844.0675657275,9453.7656024061,20193.6730526045,-17844.0418697354,9451.6318864415,0.049478244000000005,0.0,-17844.0573387128,9451.3882800402,0.47110482299999995,4.6807553639999995,0.0,0.0,1500,1500,40.0436191677,-88.23557880870001,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.0518693849,0.04708710309999999,90.0,90.0,90.0,95.4929656982,96.8298721313,97.53015136719999,49.2119979858,16.0699958801,2.9600000381,0,2,25,1,93,9728
3,1530905128852,366852, RC,0,39.9586186,-88.445067899,0,-17844.0634423081,9453.7595560511,20193.6665783296,-17844.028751184498,9451.6569052995,0.037246637,0.0,-17844.0532152934,9451.3822336852,0.43638571719999997,4.6863496176999995,0.0,0.0,1500,1500,40.0436193927,-88.2355789623,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.0389940068,0.0354992636,90.0,90.0,90.0,96.8298721313,96.44789123540001,97.53015136719999,49.2119979858,16.0699958801,2.9600000381,0,2,25,1,108,9730
4,1530905128905,366905, RC,0,39.9586186,-88.445067899,0,-17844.0634423081,9453.7595560511,20193.6665783296,-17844.0234250896,9451.6589624058,0.028049932799999996,0.0,-17844.0532152934,9451.3822336852,0.43638571719999997,4.6863496176999995,0.0,0.0,1500,1500,40.0436194112,-88.23557902479999,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.029429437599999997,0.026670428,90.0,90.0,90.0,96.5752182007,96.2569046021,97.53015136719999,49.2119979858,16.0699958801,2.9600000381,0,2,25,1,102,9731
5,1530905128955,366955, RC,0,39.9586186,-88.445067899,0,-17844.056067555,9453.7605798513,20193.660540951798,-17844.0234250896,9451.6589624058,0.0228078142,0.0,-17844.0458405403,9451.3832574854,0.4014588906,4.7006573105000005,0.0,0.0,1500,1500,40.0436194112,-88.23557902479999,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.024279287099999998,0.021336343100000002,90.0,90.0,90.0,96.76620483399999,96.2569046021,97.53015136719999,49.75,16.0699958801,2.9600000381,0,2,25,1,99,9733
6,1530905129006,367006, RC,0,39.9586186,-88.445067899,0,-17844.056067555,9453.7605798513,20193.660540951798,-17844.015114923503,9451.6634102034,0.0171058606,0.0,-17844.0458405403,9451.3832574854,0.4014588906,4.7006573105000005,0.0,0.0,1500,1500,40.0436194512,-88.2355791223,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.0182094648,0.016002256399999998,90.0,90.0,90.0,96.70254516600001,96.2569046021,97.53015136719999,49.75,16.0699958801,2.9600000381,0,2,25,1,98,9734
7,1530905129056,367056, RC,0,39.9586186,-88.445067899,0,-17844.045438949,9453.7695140679,20193.6553316233,-17844.015114923503,9451.6634102034,0.0141629167,0.0,-17844.0352119343,9451.392191702,0.36764205,4.724666936499999,0.0,0.0,1500,1500,40.0436194512,-88.2355791223,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.0150825866,0.013243246799999999,90.0,90.0,90.0,96.6388778687,96.2569046021,97.53015136719999,49.2119979858,16.0699958801,2.9600000381,0,2,25,1,110,9736
8,1530905129107,367107, RC,0,39.9586186,-88.445067899,0,-17844.045438949,9453.7695140679,20193.6553316233,-17844.015114923503,9451.6634102034,0.0106681716,0.0,-17844.0352119343,9451.392191702,0.36764205,4.724666936499999,0.0,0.0,1500,1500,40.0436194512,-88.2355791223,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192523,0.0,0.0,0.011219973700000002,0.0101163695,90.0,90.0,90.0,96.70254516600001,96.2569046021,97.72113800049999,49.2119979858,16.0699958801,2.9600000381,0,2,25,1,102,9738
9,1530905129157,367157, RC,0,39.9586186,-88.445067899,0,-17844.045438949,9453.7695140679,20193.6553316233,-17844.0107821663,9451.6658194264,0.0088288318,0.0,-17844.0352119343,9451.392191702,0.36764205,4.724666936499999,0.0,0.0,1500,1500,40.0436194728,-88.2355791732,40.0437483333,-88.2355636667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192524,0.0,0.0,0.009380633900000001,0.008277029699999999,90.0,90.0,90.0,96.70254516600001,96.2569046021,97.7847976685,49.2119979858,16.0699958801,2.9600000381,0,2,25,1,93,9739
