,linux time (ms),uptime  (ms),drive mode ,mpc step counter,mpc origin latitude  (deg),mpc origin longitude  (deg),closest trajectory point index to robot  ,"mpc error x (W,E)  (m)","mpc error y (W,E)  (m)",abs mpc error (m),"input ""x"" for mhe (m)","input ""y"" for mhe (m)","input ""speed"" for mhe (m/s)","input ""vyaw"" for mhe (rad/s)",mhe output x  (m),mhe output y  (m),mhe output speed  (m/s),mhe output yaw  (rad),mpc reference heading (rad),mpc turn rate command (rad/s),turn rate command as PWM,throttle command as PWM ,primary gps latitude (deg),primary gps longitude (deg),secondary gps latitude  (deg),secondary gps longitude (deg),accelerometer x (m/s^2),accelerometer y (m/s^2),accelerometer z (m/s^2),gyro yaw rate (rad/s),gyro pitch rate   (rad/s),gyro roll rate (rad/s),yaw (rad),pitch   (rad),roll (rad),sonar1 measurement (m),ultrasonic sensor measurement (m),primary gps time (s),normalized turn rate command,normalized throttle command ,speed calculation from encoder left (m/s),speed calculation from encoder right (m/s),front gimbal target angle (degrees from straight down),left gimbal target angle  (degrees from straight down),right gimbal target angle  (degrees from straight down) ,front gimbal measured angle  (degrees from straight down),left gimbal measured angle    (degrees from straight down),right gimbal measured angle  (degrees from straight down),internal temperature (C),battery voltage (V),primary gps type,secondary gps type,MPC R value,MPC Q[0] value,weed_num,start
256,1527886377683,1145683, RC,0,40.0483048792,-88.2326839842,0,19.1748249204,22.1040508068,29.2619714441,19.3384545268,19.7754024247,0.5392024517,-0.0329867226,19.3375631777,19.7289801501,0.5170951255,0.0526532012,0,0,1500,1730,40.0484827237,-88.2329128192,40.0484828333,-88.232906,0.6864655018,-0.8825985193,-11.2776470184,0.1425934012,-0.0446804279,-0.2436479642,0,0,0,0,0,205232,0.0,0.460819006,0.4083334804,0.6700714827,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,41,2272
257,1527886377884,1145884, RC,0,40.0483048792,-88.2326839842,0,19.2677215565,22.1197295466,29.3347495165,19.4375877041,19.7802394041,0.5313853025,0.0191986222,19.4304598138,19.7446588899,0.5218792483,0.0626275965,0,0,1500,1730,40.0484827672,-88.2329139822,40.0484828333,-88.232906,-1.176797986,0.0,-9.4143838882,-0.2363175801,0.3926990817,0.0820304715,0,0,0,0,0,205232,0.0,0.460819006,0.4202891588,0.6424814463,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,49,2281
258,1527886378085,1146085, RC,0,40.0483048792,-88.2326839842,0,19.2677215565,22.1197295466,29.3347495165,19.4375877041,19.7802394041,0.5172224045,0.0191986222,19.4304598138,19.7446588899,0.5218792483,0.0626275965,0,0,1500,1730,40.0484827672,-88.2329139822,40.0484828333,-88.232906,0.3922660053,-1.9613300562,-5.8839902878,-0.1350884801,-0.136135685,0.0085521135,0,0,0,0,0,205232,0.0,0.460819006,0.4765729606,0.5578718185,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,54,2290
259,1527886378286,1146286, RC,0,40.0483048792,-88.2326839842,0,19.4549856706,22.1397644158,29.4731341366,19.6260793081,19.7550352205,0.4940466881,-0.3331833569,19.6177239279,19.7646937591,0.5216797139,0.0570392906,0,0,1500,1730,40.0484825405,-88.232916194,40.0484828333,-88.232906,-4.6091256142,3.8245933056,-19.6133003235,-0.5267403736,-0.2480112874,-0.4469788321,0,0,0,0,0,205233,0.0,0.460819006,0.4830106497,0.5050827265,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,53,2298
260,1527886378487,1146487, RC,0,40.0483048792,-88.2326839842,0,19.5483162735,22.1474652245,29.540597235,19.7156370103,19.7724186947,0.487149179,0.1670280041,19.7110545308,19.7723945678,0.5200663207,0.0374648777,0,0,1500,1730,40.0484826968,-88.2329172483,40.0484843333,-88.2329126667,1.5690640211,-1.8632634878,-11.7679805756,-0.0095993111,-0.0254818077,-0.3342305451,0,0,0,0,0,205233,0.0,0.460819006,0.4947824478,0.4795159101,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,101,2306
261,1527886378687,1146687, RC,0,40.0483048792,-88.2326839842,0,19.6423028074,22.15075428,29.6053369301,19.8079619371,19.7590567702,0.4768488407,-0.0701622356,19.8050410647,19.7756836233,0.5155067852,0.0533868742,0,0,1500,1730,40.0484825767,-88.2329183345,40.0484843333,-88.2329126667,-1.176797986,1.0787315369,-11.3757133484,-0.0075049159,-0.0181514236,0.2267182658,0,0,0,0,0,205233,0.0,0.460819006,0.4791480303,0.4745496809,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,88,2314
262,1527886378891,1146891, RC,0,40.0483048792,-88.2326839842,0,19.7352363085,22.1554950044,29.6706169642,19.8964317353,19.774216345,0.485861659,0.059515729,19.8979745658,19.7804243477,0.5127156918,0.0489553883,0,0,1500,1730,40.048482713,-88.2329193727,40.0484843333,-88.2329126667,0.3922660053,-3.3342609406,-11.4737796783,-0.0521853448,0.069115039,-0.1638864228,0,0,0,0,0,205233,0.0,0.460819006,0.4986450672,0.4730782211,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,103,2322
263,1527886379104,1147104, RC,0,40.0483048792,-88.2326839842,0,19.8289588335,22.157475437,29.7345140562,19.9953234704,19.7678226373,0.5016799569,0.0937241788,19.9916970908,19.7824047803,0.5103529843,0.0522882983,0,0,1500,1730,40.0484826555,-88.2329205348,40.0484843333,-88.2329126667,1.4709975719,1.176797986,-11.0815143585,0.0127409039,-0.1958259467,-0.0968657768,0,0,0,0,0,205234,0.0,0.460819006,0.5054506063,0.4979093075,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,63,2331
264,1527886379304,1147304, RC,0,40.0483048792,-88.2326839842,0,19.9250346544,22.1604413994,29.8008753059,20.0878581773,19.76769291,0.5072899461,-0.0233874126,20.0877729117,19.7853707427,0.5098959153,0.0591148986,0,0,1500,1730,40.0484826543,-88.2329216217,40.0484843333,-88.2329126667,0.9806650281,-1.3729310036,-15.1022405624,0.0329867226,0.0851720695,0.0820304715,0,0,0,0,0,205234,0.0,0.460819006,0.5113365054,0.5032433867,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,61,2339
265,1527886379505,1147505, RC,0,40.0483048792,-88.2326839842,0,20.01958622,22.1579471776,29.8623250191,20.1853027054,19.7530893089,0.5021398067,0.0467748251,20.1823244773,19.7828765209,0.5091527302,0.0487736134,0,0,1500,1730,40.048482523,-88.2329227658,40.048484,-88.2329198333,0.490332514,0.0980665013,-11.0815143585,-0.1288053008,-0.1893682305,-0.1638864228,0,0,0,0,0,205234,0.0,0.460819006,0.5052666664,0.4990129173,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,92,2347
266,1527886379706,1147706, RC,0,40.0483048792,-88.2326839842,0,20.1142669854,22.1553004544,29.9239214439,20.2783457579,19.7592976937,0.4922993183,0.0478220217,20.2770052427,19.7802297977,0.5074706501,0.0436218993,0,0,1500,1730,40.0484825788,-88.2329238598,40.048484,-88.2329198333,1.0787315369,-1.7651970387,-13.0428447723,0.0649262487,-0.1670280041,-0.086219266,0,0,0,0,0,205234,0.0,0.460819006,0.5082096457,0.4763890207,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,108,2354
267,1527886379907,1147907, RC,0,40.0483048792,-88.2326839842,0,20.2076707908,22.1533861456,29.9853710417,20.3605098375,19.7747908534,0.4970816374,-0.0137881015,20.3704090481,19.7783154889,0.5065699274,0.0353969153,0,0,1500,1730,40.0484827182,-88.2329248255,40.048484,-88.2329198333,-0.1961330026,0.490332514,-11.0815143585,-0.005235988,0.0787143533,-0.0064577183,0,0,0,0,0,205234,0.0,0.460819006,0.5192456841,0.4749175608,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,72,2362
268,1527886380107,1148107, RC,0,40.0483048792,-88.2326839842,0,20.300532259,22.1475665341,30.0437400032,20.4545360043,19.7575000412,0.4956101179,0.0797615498,20.4632705163,19.7724958774,0.5050153745,0.0208351338,0,0,1421,1742,40.0484825627,-88.2329259307,40.048484,-88.2329198333,0.588398993,2.7458620071,-8.7279186249,-0.1425934012,0.0425860347,0.202283663,0,0,0,0,0,205235,-0.1569570303,0.4855060577,0.5135436654,0.4776765704,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,65,2370
269,1527886380308,1148308, RC,0,40.0483048792,-88.2326839842,0,20.3903054175,22.1431207078,30.1012017982,20.5528488717,19.7588529134,0.5220046639,0.0680678425,20.5530436748,19.7680500511,0.5033593008,0.0159006611,0,0,1421,1742,40.0484825748,-88.2329270863,40.048484,-88.2329198333,2.0593965054,-1.0787315369,-9.7085838318,0.0511381482,0.1043706896,-0.1117010738,0,0,0,0,0,205235,-0.1569570303,0.4855060577,0.4703192115,0.5736901164,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,99,2378
270,1527886380509,1148509, RC,0,40.0483048792,-88.2326839842,0,20.4814198939,22.1416614377,30.1619252053,20.6417296698,19.7700280035,0.5618263483,-0.1288053008,20.6441581512,19.766590781,0.5053007155,0.0132174675,0,0,1500,1742,40.0484826753,-88.2329281307,40.0484833333,-88.2329251667,1.7651970387,-0.6864655018,-9.0221185684,0.0893608557,0.2033308512,-0.3150319167,0,0,0,0,0,205235,0.0,0.4855060577,0.4576277733,0.6660249829,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,73,2387
271,1527886380709,1148709, RC,0,40.0483048792,-88.2326839842,0,20.5754373925,22.1422905404,30.2263073211,20.7403639085,19.7838717713,0.5979694128,0.0893608557,20.7381756498,19.7672198837,0.5106542054,0.0009778745,0,0,1500,1742,40.0484827998,-88.2329292895,40.0484833333,-88.2329251667,0.1961330026,0.1961330026,-14.8080415726,0.0,-0.017104227,0.0979129734,0,0,0,0,0,205235,0.0,0.4855060577,0.5540091991,0.6419296265,90,45,45,0,0,0,42.2180023193,16.5,0,2,10,1,66,2398
272,1527886380910,1148910, RC,0,40.0483048792,-88.2326839842,0,20.6738087939,22.1426159331,30.2935935539,20.85770368,19.7650242316,0.5888646841,0.0254818077,20.8365470512,19.7675452764,0.5139246021,0.0072198005,0,0,1500,1742,40.0484826303,-88.2329306682,40.0484833333,-88.2329251667,1.7651970387,2.6477956772,-10.1008491516,-0.1797689163,0.1171115935,0.3256784358,0,0,0,0,0,205235,0.0,0.4855060577,0.5904281139,0.5873012543,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,57,2407
273,1527886381111,1149111, RC,0,40.0483048792,-88.2326839842,0,20.7745333441,22.1440320108,30.3634548324,20.959950394,19.7649315695,0.6065223217,-0.1298524973,20.9372716014,19.7689613541,0.5186211613,0.0110533766,0,0,1500,1742,40.0484826295,-88.2329318693,40.0484833333,-88.2329251667,-0.588398993,-1.9613300562,-2.4516625404,-0.1000073665,-0.0383972444,0.0223402139,0,0,0,0,0,205236,0.0,0.4855060577,0.6194896698,0.5935549736,90,45,45,0,0,0,43.2939987183,16.5,0,2,10,1,43,2415
274,1527886381311,1149311, RC,0,40.0483048792,-88.2326839842,0,20.8807458437,22.1465358482,30.4380452241,21.0825136926,19.7726040197,0.6013721228,0.0649262487,21.043484101,19.7714651915,0.5239517012,0.006375896,0,0,1430,1742,40.0484826985,-88.2329333092,40.0484833333,-88.2329251667,-0.2941994965,-0.588398993,-10.3950481415,-0.1586504317,0.0925024537,-0.1373574101,0,0,0,0,0,205236,-0.1398339868,0.4855060577,0.5850939751,0.6176503301,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,37,2423
275,1527886381512,1149512, RC,0,40.0483048792,-88.2326839842,0,20.9913049344,22.1459788546,30.5135914352,21.1973488611,19.7701021331,0.5776447058,0.1031489561,21.1540431917,19.7709081979,0.5320666368,0.0075013875,0,0,1430,1742,40.048482676,-88.2329346583,40.0484825,-88.2329323333,1.176797986,1.2748644352,-9.4143838882,-0.2213077545,-0.0064577183,-0.0467748251,0,0,0,0,0,205236,-0.1398339868,0.4855060577,0.5245797634,0.6307096481,90,45,45,0,0,0,43.2939987183,16.5,0,2,10,1,50,2431
276,1527886381713,1149713, RC,0,40.0483048792,-88.2326839842,0,21.1047439353,22.1472696569,30.5926751009,21.3139499673,19.7713994075,0.5328567624,-0.0041887901,21.2674821926,19.7721990002,0.5364538398,0.0144147483,0,0,1395,1742,40.0484826877,-88.2329360282,40.0484825,-88.2329323333,1.3729310036,0.0980665013,-12.3563785553,0.0137881015,-0.2192133614,0.005235988,0,0,0,0,0,205236,-0.2083250284,0.4855060577,0.4627779126,0.6029356122,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,62,2439
277,1527886381913,1149913, RC,0,40.0483048792,-88.2326839842,0,21.2142504028,22.1471263265,30.668218479,21.3992790446,19.7693793663,0.5904281139,-0.0553269386,21.3769886601,19.7720556698,0.5411544928,0.011735149,0,0,1395,1742,40.0484826695,-88.2329370305,40.0484825,-88.2329323333,0.8825985193,-1.5690640211,-12.6505784988,0.1308996939,-0.0947713754,0.0415388382,0,0,0,0,0,205236,-0.2083250284,0.4855060577,0.4018957913,0.7789604664,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,17,2447
278,1527886382115,1150115, RC,0,40.0483048792,-88.2326839842,0,21.3209249122,22.1421115789,30.738492876,21.4924378613,19.7420995437,0.5712070465,-0.3555235833,21.4836631695,19.7670409222,0.546383779,0.0034558642,0,0,1500,1742,40.0484824242,-88.232938125,40.0484825,-88.2329323333,0.0980665013,-0.7845320106,-11.571846962,-0.5077162821,-0.1298524973,-0.6044075386,0,0,0,0,0,205237,0.0,0.4855060577,0.3722824156,0.7701316476,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,51,2456
279,1527886382316,1150316, RC,0,40.0483048792,-88.2326839842,0,21.4252279641,22.1324529801,30.8039911088,21.5827270616,19.7258836173,0.578012526,-0.2862339907,21.5879662214,19.7573823234,0.5503199343,-0.0261396614,0,0,1500,1742,40.0484822783,-88.2329391858,40.0484825,-88.2329323333,0.490332514,-0.9806650281,-13.2389774323,-0.6023130956,0.3192207362,-0.0085521135,0,0,0,0,0,205237,0.0,0.4855060577,0.4596510231,0.6963740587,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,59,2464
280,1527886382516,1150516, RC,0,40.0483048792,-88.2326839842,0,21.521525698,22.1184761849,30.8610281279,21.6495222299,19.708944924,0.5727704763,-0.0532325414,21.6842639553,19.7434055282,0.5562914493,-0.0532777237,0,0,1665,1742,40.048482126,-88.23293997,40.0484815,-88.232938,-0.490332514,-2.3535959721,-8.9240512848,-0.4098033004,0.0701622356,0.2139773703,0,0,0,0,0,205237,0.331035018,0.4855060577,0.5242118835,0.6213290095,90,45,45,0,0,0,43.2939987183,16.6000003815,0,2,10,1,62,2472
281,1527886382717,1150717, RC,0,40.0483048792,-88.2326839842,0,21.6230850201,22.0982451206,30.9174747222,21.7724017348,19.6840372601,0.5838984251,0.0724311656,21.7858232774,19.7231744639,0.561527966,-0.0742788365,0,0,1699,1742,40.048481902,-88.2329414118,40.0484815,-88.232938,1.8632634878,1.9613300562,-10.2969818115,-0.2085668423,-0.3693116671,0.2213077545,0,0,0,0,0,205237,0.399526,0.4855060577,0.7453004718,0.4224963784,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,53,2479
282,1527886382918,1150918, RC,0,40.0483048792,-88.2326839842,0,21.7267425837,22.075139906,30.9735878639,21.8837131276,19.6606121956,0.5644934177,-0.0287979322,21.889480841,19.7000692493,0.5675527809,-0.0890565151,0,0,1500,1742,40.0484816913,-88.2329427173,40.0484815,-88.232938,0.0980665013,1.8632634878,-7.6491866112,0.1638864228,0.1404990081,0.101054563,0,0,0,0,0,205237,0.0,0.4855060577,0.843337357,0.2856495082,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,61,2487
283,1527886383118,1151118, RC,0,40.0483048792,-88.2326839842,0,21.8269795498,22.0436191961,31.0215760968,21.978904115,19.6032170803,0.5438008308,0.6321582764,21.9897178071,19.6685485394,0.5711603572,-0.1154167641,0,0,1500,1742,40.0484811752,-88.2329438337,40.0484815,-88.232938,0.0,1.9613300562,-11.7679805756,0.6173229378,-0.1521927154,-0.202283663,0,0,0,0,0,205238,0.0,0.4855060577,0.6340204477,0.453581214,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,40,2494
284,1527886383319,1151319, RC,0,40.0483048792,-88.2326839842,0,21.9234920092,22.0094367379,31.0653312778,22.0667414356,19.5768268184,0.5667005777,0.872664626,22.0862302665,19.6343660812,0.5766343723,-0.1028460871,0,0,1548,1742,40.0484809378,-88.2329448612,40.0484815,-88.232938,-0.3922660053,1.176797986,-8.531785965,-0.3213151126,-0.5895722,-0.5555382996,0,0,0,0,0,205238,0.0966949463,0.4855060577,0.6025677323,0.5308334827,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,49,2501
285,1527886383520,1151520, RC,0,40.0483048792,-88.2326839842,0,22.0207039867,21.9878916692,31.1187850683,22.1700838598,19.5883910904,0.5810474157,0.1446877943,22.183442244,19.6128210125,0.5811865146,-0.0397160336,0,0,1500,1742,40.0484810418,-88.2329460775,40.0484785,-88.2329436667,1.2748644352,-0.2941994965,-8.3356523514,-0.0127409039,0.2511528854,0.2246238727,0,0,0,0,0,205238,0.0,0.4855060577,0.5937389135,0.5683559775,90,45,45,0,0,0,43.2939987183,16.3999996185,0,2,10,1,78,2508
286,1527886383721,1151721, RC,0,40.0483048792,-88.2326839842,0,22.1202640548,21.9741423271,31.1796249635,22.2862247647,19.5835170472,0.5932791233,0.0158824967,22.2830023121,19.5990716704,0.5834769618,-0.0303592607,0,0,1500,1742,40.048480998,-88.2329474493,40.0484785,-88.2329436667,-0.8825985193,-0.3922660053,-9.6105175018,0.1308996939,-0.4501204301,-0.3225368378,0,0,0,0,0,205238,0.0,0.4855060577,0.6036713719,0.5828868151,90,45,45,0,0,0,42.7559967041,16.7000007629,0,2,10,1,77,2516
287,1527886383921,1151921, RC,0,40.0483048792,-88.2326839842,0,22.2177221791,21.9611923133,31.239736661,22.3821089781,19.5678941596,0.6063383818,0.196873135,22.3804604364,19.5861216566,0.5834114479,-0.0420932095,0,0,1500,1742,40.0484808575,-88.2329485763,40.0484785,-88.2329436667,0.588398993,0.6864655018,-6.1781892776,-0.0947713754,0.239459178,0.0425860347,0,0,0,0,0,205238,0.0,0.4855060577,0.5994408727,0.6132359505,90,45,45,0,0,0,42.7559967041,16.7000007629,0,2,10,1,81,2523
288,1527886384131,1152131, RC,0,40.0483048792,-88.2326839842,0,22.3232153768,21.94724501,31.3050716065,22.5119762729,19.5575530309,0.6048669219,-0.0638790521,22.4859536341,19.5721743533,0.5845289374,-0.0367957616,0,0,1500,1742,40.0484807645,-88.2329501013,40.0484785,-88.2329436667,2.7458620071,2.9419951439,-12.0621795654,0.0095993111,-0.2576106016,0.0670206418,0,0,0,0,0,205239,0.0,0.4855060577,0.6075339913,0.6021998525,90,45,45,0,0,0,42.7559967041,16.7000007629,0,2,10,1,102,2533
289,1527886384332,1152332, RC,0,40.0483048792,-88.2326839842,0,22.4263524562,21.93793043,31.3721863447,22.6052525615,19.5669675345,0.5853699446,-0.1213003797,22.5890907135,19.5628597733,0.583893838,-0.051019998,0,0,1564,1742,40.0484808492,-88.2329511975,40.0484785,-88.2329436667,-1.3729310036,2.2555296421,-7.5511202812,-0.0766199518,0.3682644788,-0.0212930174,0,0,0,0,0,205239,0.1284179688,0.4855060577,0.6251916289,0.5455482006,90,45,45,0,0,0,42.7559967041,16.7000007629,0,2,10,1,107,2543
290,1527886384532,1152532, RC,0,40.0483048792,-88.2326839842,0,22.5321814603,21.9288299118,31.4415772929,22.7109027968,19.5560333671,0.5915317535,-0.0607374583,22.6949197176,19.5537592551,0.5837721339,-0.068114483,0,0,1500,1742,40.0484807508,-88.2329524377,40.0484771667,-88.2329503333,0.0980665013,0.588398993,-9.2182512283,0.1713913272,-0.6843435837,0.0500909475,0,0,0,0,0,205239,0.0,0.4855060577,0.6858898997,0.4971735477,90,45,45,0,0,0,42.7559967041,16.7000007629,0,2,10,1,108,2553
291,1527886384733,1152733, RC,0,40.0483048792,-88.2326839842,0,22.6424209505,21.9199713863,31.5145105003,22.826567116,19.5467115257,0.5951184034,0.1755801301,22.8051592078,19.5449007296,0.5817975096,-0.0759125461,0,0,1500,1742,40.048480667,-88.2329537948,40.0484771667,-88.2329503333,1.9613300562,1.9613300562,-14.6119089127,0.1340412836,0.1628392179,-0.2043780561,0,0,0,0,0,205239,0.0,0.4855060577,0.6386188269,0.5516180396,90,45,45,0,0,0,42.2180023193,16.6000003815,0,2,10,1,89,2564
292,1527886384934,1152934, RC,0,40.0483048792,-88.2326839842,0,22.7560679135,21.918192582,31.5950279782,22.9356274385,19.5587020462,0.6009123325,0.2553416716,22.9188061708,19.5431219253,0.584453765,-0.0491665042,0,0,1500,1742,40.0484807748,-88.2329550752,40.0484771667,-88.2329503333,0.0,0.8825985193,-13.8273763657,0.2298598638,-0.3703588553,0.5119050683,0,0,0,0,0,205239,0.0,0.4855060577,0.6064303517,0.5953943133,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,49,2574
293,1527886385135,1153135, RC,0,40.0483048792,-88.2326839842,0,22.8675190843,21.9254198431,31.6803955841,23.037494664,19.575473947,0.5998086929,0.0467748251,23.0302573416,19.5503491864,0.5877039531,-0.0027681166,0,0,1500,1742,40.0484809257,-88.2329562747,40.0484771667,-88.2329503333,0.3922660053,1.7651970387,-10.6892490387,0.0659734452,0.0233874126,0.2532472785,0,0,0,0,0,205240,0.0,0.4855060577,0.6244558692,0.5751615763,90,45,45,0,0,0,42.2180023193,16.6000003815,0,2,10,1,111,2584
294,1527886385335,1153335, RC,0,40.0483048792,-88.2326839842,0,22.9828754142,21.9300446005,31.7669548192,23.1637715897,19.5607406192,0.5926353335,0.1500983223,23.1456136715,19.5549739438,0.5899123695,0.0131432622,0,0,1400,1742,40.0484807932,-88.2329577602,40.0484771667,-88.2329503333,-0.7845320106,-1.9613300562,-10.0027828217,0.1031489561,-0.439473911,-0.2565633967,0,0,0,0,0,205240,-0.1997619867,0.4855060577,0.5630219579,0.6222487092,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,101,2594
295,1527886385536,1153536, RC,0,40.0483048792,-88.2326839842,0,23.0975228294,21.9410164395,31.8575542572,23.2736870265,19.5870938174,0.5936469436,-0.0457276244,23.2602610867,19.5659457828,0.5924011819,0.0432032609,0,0,1500,1742,40.0484810302,-88.2329590513,40.0484761667,-88.2329568333,2.1574630737,1.7651970387,-6.2762560844,0.2597049947,0.2054252609,-0.1638864228,0,0,0,0,0,205240,0.0,0.4855060577,0.4879768789,0.6993170381,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,97,2603
296,1527886385737,1153737, RC,0,40.0483048792,-88.2326839842,0,23.2081299918,21.9545191083,31.9471157852,23.3840357651,19.5998441684,0.606798172,-0.0488692182,23.3708682491,19.5794484516,0.5925967503,0.0512527755,0,0,1500,1742,40.0484811448,-88.2329603463,40.0484761667,-88.2329568333,-0.490332514,-0.490332514,-10.8853816986,0.0617846549,-0.1883210256,0.1916371439,0,0,0,0,0,205240,0.0,0.4855060577,0.5946585536,0.61893785,90,45,45,0,0,0,43.2939987183,16.3999996185,0,2,10,1,135,2613
297,1527886385937,1153937, RC,0,40.0483048792,-88.2326839842,0,23.3212759042,21.9639264471,32.0358545192,23.4964897491,19.5927647577,0.6002685428,-0.2989748862,23.4840141615,19.5888557904,0.5927709102,0.0501177332,0,0,1500,1742,40.0484810812,-88.2329616668,40.0484761667,-88.2329568333,-0.1961330026,0.3922660053,-10.1989154816,-0.500211361,0.2851868024,0.2586577898,0,0,0,0,0,205240,0.0,0.4855060577,0.5849100351,0.6156270504,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,170,2622
298,1527886386138,1154138, RC,0,40.0483048792,-88.2326839842,0,23.4362048067,21.974227982,32.126661687,23.6087973224,19.6106671411,0.5959461927,-0.1724385321,23.598943064,19.5991573253,0.594191583,0.0161841194,0,0,1500,1742,40.0484812422,-88.2329629863,40.0484761667,-88.2329568333,0.8825985193,0.8825985193,-7.2569212914,-0.0755727553,0.0223402139,-0.1916371439,0,0,0,0,0,205241,0.0,0.4855060577,0.5650452375,0.6268470883,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,71,2632
299,1527886386339,1154339, RC,0,40.0483048792,-88.2326839842,0,23.5452681559,21.972438347,32.2050880987,23.693603706,19.588409623,0.5959460735,-0.196873135,23.7080064132,19.5973676903,0.5978931015,-0.0119905677,0,0,1500,1742,40.048481042,-88.2329639845,40.0484761667,-88.2329568333,-0.8825985193,0.6864655018,-9.7085838318,0.0958185719,0.0989601699,0.2968805098,0,0,0,0,0,205241,0.0,0.4855060577,0.6112126112,0.5806795955,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,75,2642
300,1527886386540,1154540, RC,0,40.0483048792,-88.2326839842,0,23.6580529587,21.9678278029,32.284499813,23.8282408587,19.5900034178,0.5870253444,0.1713913272,23.820791216,19.5927571462,0.5986893717,-0.0436640388,0,0,1500,1755,40.0484810563,-88.2329655663,40.0484763333,-88.2329635,3.5303940773,1.4709975719,-10.3950481415,0.101054563,0.3225368378,-0.3576179597,0,0,0,0,0,205241,0.0,0.5101929903,0.5994408727,0.5746098161,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,118,2653
301,1527886386740,1154740, RC,0,40.0483048792,-88.2326839842,0,23.7701951352,21.9645524044,32.3645444753,23.9383107241,19.5837023716,0.5988890529,-0.3129375402,23.9329333925,19.5894817477,0.60004012,-0.0172343429,0,0,1500,1755,40.0484809997,-88.232966858,40.0484763333,-88.2329635,0.0,0.588398993,-8.9240512848,0.1574287065,-0.0244346091,0.0584685283,0,0,0,0,0,205241,0.0,0.5101929903,0.5994408727,0.5983372331,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,121,2662
302,1527886386941,1154941, RC,0,40.0483048792,-88.2326839842,0,23.8765288474,21.955163362,32.4363658269,24.0202962259,19.554754626,0.6081777811,0.101054563,24.0392671047,19.5800927053,0.6010258798,-0.0666166439,0,0,1500,1755,40.0484807393,-88.2329678225,40.0484763333,-88.2329635,-0.588398993,-3.3342609406,-10.5911827087,0.0649262487,-0.3895574837,-0.0553269386,0,0,0,0,0,205241,0.0,0.5101929903,0.6126841307,0.6036713719,90,45,45,0,0,0,43.2939987183,16.3999996185,0,2,10,1,179,2672
303,1527886387142,1155142, RC,0,40.0483048792,-88.2326839842,0,23.9865931098,21.9453732438,32.5108605826,24.1528054695,19.5587391106,0.6183860302,0.1776745232,24.1493313671,19.5703025871,0.6023498877,-0.0558769305,0,0,1500,1755,40.0484807752,-88.2329693758,40.0484763333,-88.2329635,2.7458620071,-0.2941994965,-7.9433865547,0.1457349992,-0.0137881015,0.0233874126,0,0,0,0,0,205242,0.0,0.5101929903,0.6218808293,0.6148912907,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,112,2682
304,1527886387342,1155342, RC,0,40.0483048792,-88.2326839842,0,24.1010188971,21.9394900305,32.5914150457,24.2724061338,19.5648918956,0.6230763197,0.1670280041,24.2637571544,19.5644193738,0.603309931,-0.0304140673,0,0,1500,1755,40.0484808305,-88.232970782,40.0484763333,-88.2329635,-0.2941994965,3.6284606457,-11.9641132355,-0.2075196541,0.1809906414,0.3979350561,0,0,0,0,0,205242,0.0,0.5101929903,0.6148912907,0.6312614083,90,45,45,0,0,0,42.7559967041,16.3999996185,0,2,10,1,124,2689
