,linux time (ms),uptime  (ms),drive mode ,mpc step counter,mpc origin latitude  (deg),mpc origin longitude  (deg),closest trajectory point index to robot  ,"mpc error x (W,E)  (m)","mpc error y (W,E)  (m)",abs mpc error (m),"input ""x"" for mhe (m)","input ""y"" for mhe (m)","input ""speed"" for mhe (m/s)","input ""vyaw"" for mhe (rad/s)",mhe output x  (m),mhe output y  (m),mhe output speed  (m/s),mhe output yaw  (rad),mpc reference heading (rad),mpc turn rate command (rad/s),turn rate command as PWM,throttle command as PWM ,primary gps latitude (deg),primary gps longitude (deg),secondary gps latitude  (deg),secondary gps longitude (deg),accelerometer x (m/s^2),accelerometer y (m/s^2),accelerometer z (m/s^2),gyro yaw rate (rad/s),gyro pitch rate   (rad/s),gyro roll rate (rad/s),yaw (rad),pitch   (rad),roll (rad),sonar1 measurement (m),ultrasonic sensor measurement (m),primary gps time (s),normalized turn rate command,normalized throttle command ,speed calculation from encoder left (m/s),speed calculation from encoder right (m/s),front gimbal target angle (degrees from straight down),left gimbal target angle  (degrees from straight down),right gimbal target angle  (degrees from straight down) ,front gimbal measured angle  (degrees from straight down),left gimbal measured angle    (degrees from straight down),right gimbal measured angle  (degrees from straight down),internal temperature (C),battery voltage (V),primary gps type,secondary gps type,MPC R value,MPC Q[0] value,weed_num,start
128,1527886351844,1119844, RC,0,40.0483048792,-88.2326839842,0,9.1090907997,22.0616239928,23.8681961697,9.4054712662,19.6683031784,0.5020477772,0.086219266,9.271829057,19.6865533361,0.4621723846,-0.0220821928,0,0,1500,1701,40.0484817605,-88.2327961253,40.0484878333,-88.232788,0.9806650281,-1.7651970387,-9.8066501617,0.1638864228,-0.0989601699,0.1542871085,0,0,0,0,0,205206,0.0,0.403216958,0.5232921839,0.4808034301,90,45,45,0,0,0,43.2939987183,16.5,0,2,10,1,150,1147
129,1527886352045,1120045, RC,0,40.0483048792,-88.2326839842,0,9.203469623,22.0532159477,23.8966145455,9.4054712662,19.6683031784,0.5031514168,0.086219266,9.3662078803,19.678145291,0.4650264956,-0.0313801258,0,0,1500,1701,40.0484817605,-88.2327961253,40.0484878333,-88.232788,0.0,-0.6864655018,-6.9627213478,-0.0148352991,-0.0467748251,-0.3352777333,0,0,0,0,0,205206,0.0,0.403216958,0.5096811056,0.4966217875,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,140,1155
130,1527886352250,1120250, RC,0,40.0483048792,-88.2326839842,0,9.3940315223,22.0480347866,23.9658854666,9.56825027,19.6891522274,0.5151991248,-0.0937241788,9.5567697796,19.6729641299,0.4709237811,-0.0312609155,0,0,1500,1701,40.048481948,-88.2327980372,40.0484878333,-88.232788,-0.3922660053,2.3535959721,-9.5124511719,0.005235988,0.3991568146,0.2734930951,0,0,0,0,0,205207,0.0,0.403216958,0.5133597851,0.5170384645,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,127,1164
131,1527886352451,1120451, RC,0,40.0483048792,-88.2326839842,0,9.3940315223,22.0480347866,23.9658854666,9.6779741899,19.6759941598,0.513543725,0.1776745232,9.5567697796,19.6729641299,0.4709237811,-0.0312609155,0,0,1500,1701,40.0484818297,-88.2327993263,40.0484883333,-88.232794,-1.4709975719,-2.1574630737,-10.4931163788,0.1776745232,0.101054563,0.2085668423,0,0,0,0,0,205207,0.0,0.403216958,0.5163027048,0.5107846856,90,45,45,0,0,0,43.2939987183,16.5,0,2,10,1,67,1172
132,1527886352651,1120651, RC,0,40.0483048792,-88.2326839842,0,9.4904133562,22.0471225595,24.0029906226,9.6779741899,19.6759941598,0.5140035152,0.1776745232,9.6531516135,19.6720519028,0.4741262406,-0.0316791252,0,0,1500,1701,40.0484818297,-88.2327993263,40.0484883333,-88.232794,1.8632634878,0.0980665013,-10.0027828217,0.0085521135,0.1745329252,-0.1054178862,0,0,0,0,0,205207,0.0,0.403216958,0.5188778043,0.5091292858,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,92,1180
133,1527886352852,1120852, RC,0,40.0483048792,-88.2326839842,0,9.5906537301,22.0467663338,24.0424737652,9.7804887121,19.6752528612,0.5082095861,0.0085521135,9.7533919874,19.6716956771,0.4768387021,-0.0207766753,0,0,1500,1701,40.048481823,-88.2328005307,40.0484883333,-88.232794,-0.0980665013,1.0787315369,-12.0621795654,-0.0446804279,-0.5469861902,-0.0893608557,0,0,0,0,0,205207,0.0,0.403216958,0.4982771873,0.5181420445,90,45,45,0,0,0,43.2939987183,16.6000003815,0,2,10,1,80,1188
134,1527886353053,1121053, RC,0,40.0483048792,-88.2326839842,0,9.6938937449,22.0493513394,24.0862091336,9.8729030246,19.6897452669,0.5099569559,0.0319395261,9.8566320022,19.6742806827,0.4815978752,-0.0148187997,0,0,1500,1701,40.0484819533,-88.2328016168,40.0484883333,-88.232794,-0.490332514,-1.7651970387,-9.6105175018,0.0191986222,-0.1373574101,0.2000147329,0,0,0,0,0,205207,0.0,0.403216958,0.5017719269,0.5181420445,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,108,1196
135,1527886353254,1121254, RC,0,40.0483048792,-88.2326839842,0,9.8942685227,22.0529405272,24.1708240549,10.0553341179,19.6782921889,0.5133597851,0.1288053008,10.05700678,19.6778698705,0.4945373773,-0.0049926321,0,0,1500,1701,40.0484818503,-88.2328037603,40.0484883333,-88.232794,0.6864655018,2.2555296421,-15.1022405624,0.2043780561,-0.4693190252,0.2776818813,0,0,0,0,0,205208,0.0,0.403216958,0.5197974443,0.5069220662,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,77,1204
136,1527886353454,1121454, RC,0,40.0483048792,-88.2326839842,0,9.8942685227,22.0529405272,24.1708240549,10.1562385405,19.7111502895,0.5164866447,0.297927698,10.05700678,19.6778698705,0.4945373773,-0.0049926321,0,0,1500,1701,40.0484821458,-88.2328049458,40.0484875,-88.2328013333,-2.3535959721,0.3922660053,-9.1201848984,0.297927698,0.3202679244,-0.0734783622,0,0,0,0,0,205208,0.0,0.403216958,0.520717144,0.5122561455,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,54,1213
137,1527886353655,1121655, RC,0,40.0483048792,-88.2326839842,0,9.9913624293,22.0604937037,24.2176114769,10.1562385405,19.7111502895,0.5166705847,0.297927698,10.1541006866,19.685423047,0.5014959043,0.0090277279,0,0,1500,1701,40.0484821458,-88.2328049458,40.0484875,-88.2328013333,-1.0787315369,1.4709975719,-12.7486448288,-0.1617920296,-0.3415609293,0.4724606232,0,0,0,0,0,205208,0.0,0.403216958,0.5183259845,0.5150151849,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,83,1222
138,1527886353870,1121870, RC,0,40.0483048792,-88.2326839842,0,10.1849436896,22.0755361171,24.3117743659,10.3564632572,19.7068878177,0.5110605955,-0.0989601699,10.3476819469,19.7004654604,0.5074078149,0.0407371331,0,0,1465,1701,40.0484821075,-88.2328072973,40.0484875,-88.2328013333,-0.490332514,-1.3729310036,-10.2969818115,0.0041887901,-0.2117084403,-0.0383972444,0,0,0,0,0,205208,-0.0684900284,0.403216958,0.5017719269,0.5203492641,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,116,1230
139,1527886354071,1122071, RC,0,40.0483048792,-88.2326839842,0,10.1849436896,22.0755361171,24.3117743659,10.4505413569,19.7069619473,0.4933109283,0.1244419777,10.3476819469,19.7004654604,0.5074078149,0.0407371331,0,0,1457,1701,40.0484821082,-88.232808402,40.0484875,-88.2328013333,-1.7651970387,0.0980665013,-9.0221185684,0.1244419777,-0.168075209,-0.0467748251,0,0,0,0,0,205209,-0.085611999,0.403216958,0.4440166652,0.5426052213,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,112,1238
140,1527886354277,1122277, RC,0,40.0483048792,-88.2326839842,0,10.2830346603,22.081452901,24.3583941188,10.5333860539,19.7150235794,0.4966217875,0.0797615498,10.4457729176,19.7063822443,0.5082840118,0.0397985086,0,0,1448,1701,40.0484821807,-88.2328093753,40.0484875,-88.2328013333,-1.2748644352,-0.490332514,-11.2776470184,0.0041887901,-0.1713913272,0.0457276244,0,0,0,0,0,205209,-0.102734983,0.403216958,0.4013439715,0.5918995738,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,121,1246
141,1527886354477,1122477, RC,0,40.0483048792,-88.2326839842,0,10.4682940163,22.0988803866,24.4529281264,10.6165382723,19.7398756464,0.4633297324,0.1213003797,10.6310322736,19.7238097299,0.5068378502,0.0620756126,0,0,1500,1701,40.0484824042,-88.2328103517,40.0484876667,-88.2328073333,-1.5690640211,0.490332514,-10.6892490387,-0.0415388382,0.4054399772,-0.0095993111,0,0,0,0,0,205209,0.0,0.403216958,0.3847899139,0.5418695807,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,125,1254
142,1527886354678,1122678, RC,0,40.0483048792,-88.2326839842,0,10.5603243688,22.10095308,24.4943376685,10.7163823,19.7069434154,0.4735380709,-0.1563815016,10.7230626261,19.7258824233,0.5040662052,0.0648249951,0,0,1500,1701,40.048482108,-88.2328115233,40.0484876667,-88.2328073333,0.588398993,0.0980665013,-14.8080415726,-0.0872664626,-0.0127409039,0.3075270288,0,0,0,0,0,205209,0.0,0.403216958,0.4408897758,0.5061863661,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,121,1262
143,1527886354883,1122883, RC,0,40.0483048792,-88.2326839842,0,10.6471537467,22.1029051909,24.5336564903,10.7821901684,19.7076291171,0.486965239,-0.0212930174,10.809892004,19.7278345342,0.5023014061,0.054603218,0,0,1553,1701,40.0484821142,-88.2328122962,40.0484876667,-88.2328073333,0.2941994965,-1.7651970387,-10.2969818115,0.1192059866,0.0350811178,-0.4267330154,0,0,0,0,0,205209,0.1070619822,0.403216958,0.508577466,0.4653530121,90,45,45,0,0,0,42.2180023193,16.5,0,2,10,1,92,1271
144,1527886355089,1123089, RC,0,40.0483048792,-88.2326839842,0,10.7383807461,22.0975114596,24.5685334067,10.8900793158,19.6884850576,0.4872411489,0.0883136592,10.9011190034,19.7224408029,0.5015802618,0.0424764753,0,0,1592,1701,40.048481942,-88.2328135647,40.0484876667,-88.2328073333,-1.3729310036,0.0980665013,-7.5511202812,0.0766199518,-0.1244419777,0.1490511175,0,0,0,0,0,205210,0.1854939461,0.403216958,0.5705632567,0.4039190412,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,83,1282
145,1527886355290,1123290, RC,0,40.0483048792,-88.2326839842,0,10.8295532194,22.0874879078,24.5995192028,10.9868349757,19.6709347916,0.4753773808,-0.1160643969,10.9922914767,19.7124172511,0.499672441,0.0298325768,0,0,1592,1701,40.0484817842,-88.2328147023,40.0484876667,-88.2328073333,0.490332514,0.1961330026,-5.5897903442,0.0265290043,-0.5171410427,-0.2776818813,0,0,0,0,0,205210,0.1854939461,0.403216958,0.6174663901,0.3332884014,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,185,1292
146,1527886355491,1123491, RC,0,40.0483048792,-88.2326839842,0,10.9182894297,22.0769305128,24.6292489723,11.0778634318,19.6617982745,0.4874250591,0.2106612354,11.081027687,19.7018598561,0.4961257101,0.0093242389,0,0,1500,1701,40.048481702,-88.2328157725,40.0484868333,-88.2328138333,-0.588398993,-0.2941994965,-12.6505784988,0.4310963386,-0.0371755151,0.0,0,0,0,0,0,205210,0.0,0.403216958,0.5823349953,0.3925151229,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,106,1303
147,1527886355692,1123692, RC,0,40.0483048792,-88.2326839842,0,11.0051553116,22.060251811,24.6529542529,11.1551386338,19.6335362306,0.4970816374,0.311890352,11.1678935689,19.6851811543,0.4952744695,-0.0027673081,0,0,1500,1701,40.0484814478,-88.232816681,40.0484868333,-88.2328138333,1.0787315369,0.2941994965,-11.7679805756,0.1574287065,-0.1446877943,-0.0989601699,0,0,0,0,0,205210,0.0,0.403216958,0.5466518402,0.4475114048,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,117,1314
148,1527886355892,1123892, RC,0,40.0483048792,-88.2326839842,0,11.0934363764,22.0497090724,24.6830711383,11.2490770126,19.6586848173,0.4913796484,-0.0404916375,11.2561746337,19.6746384157,0.4934706206,-0.0120409214,0,0,1500,1701,40.048481674,-88.2328177847,40.0484868333,-88.2328138333,-0.9806650281,-1.2748644352,-8.9240512848,0.0680678425,0.0766199518,0.2415535711,0,0,0,0,0,205210,0.0,0.403216958,0.5036112666,0.4791480303,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,59,1322
149,1527886356093,1124093, RC,0,40.0483048792,-88.2326839842,0,11.1818035114,22.0420786301,24.7161073008,11.3402216157,19.6612052358,0.5094971657,-0.0574213317,11.3445417687,19.6670079734,0.492888583,-0.0264928928,0,0,1482,1701,40.0484816967,-88.2328188553,40.0484868333,-88.2328138333,-0.0980665013,0.7845320106,-8.9240512848,0.2246238727,-0.2565633967,-0.1267109077,0,0,0,0,0,205211,-0.0342450142,0.403216958,0.5008522272,0.5181420445,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,60,1330
150,1527886356294,1124294, RC,0,40.0483048792,-88.2326839842,0,11.2695040352,22.0368709655,24.751270738,11.4236354886,19.6693039324,0.4824588597,0.0244346091,11.4322422925,19.6618003088,0.4916694694,-0.0346344264,0,0,1500,1701,40.0484817695,-88.2328198348,40.0484868333,-88.2328138333,-0.3922660053,0.1961330026,-8.8259849548,0.1521927154,0.4906120634,0.196873135,0,0,0,0,0,205211,0.0,0.403216958,0.4373950362,0.5275226831,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,59,1338
151,1527886356495,1124495, RC,0,40.0483048792,-88.2326839842,0,11.3548052972,22.0326024926,24.7864312868,11.508761798,19.6758273674,0.4981852174,-0.0670206418,11.5175435545,19.6575318359,0.4901376514,-0.0414408609,0,0,1500,1701,40.0484818282,-88.2328208345,40.0484856667,-88.2328205,0.490332514,-0.490332514,-10.7873153687,0.0095993111,-0.0904080523,-0.1446877943,0,0,0,0,0,205211,0.0,0.403216958,0.4852178693,0.5111525655,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,91,1346
152,1527886356695,1124695, RC,0,40.0483048792,-88.2326839842,0,11.3548052972,22.0326024926,24.7864312868,11.5970389492,19.6809979317,0.4957940578,0.1776745232,11.5175435545,19.6575318359,0.4901376514,-0.0414408609,0,0,1476,1701,40.0484818747,-88.2328218712,40.0484856667,-88.2328205,0.8825985193,0.2941994965,-11.1795806885,-0.0202458187,0.0958185719,-0.1872738207,0,0,0,0,0,205211,-0.0469779968,0.403216958,0.4991968572,0.4923912883,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,94,1354
153,1527886356896,1124896, RC,0,40.0483048792,-88.2326839842,0,11.5316626232,22.035985693,24.8709450629,11.706610584,19.6900232534,0.4880688488,0.0,11.6944008805,19.6609150363,0.4894244473,-0.0311506367,0,0,1404,1701,40.0484819558,-88.2328231585,40.0484856667,-88.2328205,-0.2941994965,0.9806650281,-9.2182512283,0.0883136592,-0.0340339212,0.0574213317,0,0,0,0,0,205211,-0.1912019849,0.403216958,0.4670084119,0.5091292858,90,45,45,0,0,0,43.2939987183,16.5,0,2,10,1,121,1362
154,1527886357097,1125097, RC,0,40.0483048792,-88.2326839842,0,11.6247015031,22.0421336047,24.9196576799,11.7997279672,19.7004385123,0.466824472,0.0244346091,11.7874397604,19.667062948,0.4868465494,-0.0202313535,0,0,1404,1701,40.0484820495,-88.232824253,40.0484856667,-88.2328205,-0.8825985193,2.0593965054,-13.4351100922,-0.0701622356,-0.0893608557,-0.0584685283,0,0,0,0,0,205212,-0.1912019849,0.403216958,0.3732020557,0.5604468584,90,45,45,0,0,0,42.2180023193,16.5,0,2,10,1,117,1370
155,1527886357298,1125298, RC,0,40.0483048792,-88.2326839842,0,11.7154693383,22.0531829843,24.9718862234,11.8765944695,19.7223624448,0.466180712,0.0607374583,11.8782075956,19.6781123276,0.4851282722,-0.00543071,0,0,1500,1701,40.0484822467,-88.2328251565,40.0484856667,-88.2328205,0.0,-2.0593965054,-13.1409111023,-0.4415682874,-0.1511455106,0.11815879,0,0,0,0,0,205212,0.0,0.403216958,0.322620213,0.6097412109,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,146,1378
156,1527886357498,1125498, RC,0,40.0483048792,-88.2326839842,0,11.8026866261,22.0661827233,25.0243847391,11.9531615654,19.7269770348,0.4951502979,-0.3745476415,11.9654248834,19.6911120666,0.4849069274,0.0146361924,0,0,1500,1701,40.0484822882,-88.2328260563,40.0484855,-88.2328265,-0.7845320106,1.176797986,-11.0815143585,-0.1809906414,0.1192059866,-0.0383972444,0,0,0,0,0,205212,0.0,0.403216958,0.4543169737,0.5359836221,90,45,45,0,0,0,43.2939987183,16.5,0,2,10,1,155,1386
157,1527886357699,1125699, RC,0,40.0483048792,-88.2326839842,0,11.886082421,22.0799479978,25.0759458227,12.0284346375,19.7217323402,0.5047148466,0.1171115935,12.0488206783,19.7048773411,0.4860833027,0.021996122,0,0,1500,1701,40.048482241,-88.2328269405,40.0484855,-88.2328265,1.4709975719,0.2941994965,-9.8066501617,-0.1127482703,0.3181735146,0.101054563,0,0,0,0,0,205212,0.0,0.403216958,0.4800677299,0.5293620229,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,159,1393
158,1527886357900,1125900, RC,0,40.0483048792,-88.2326839842,0,11.975201369,22.0912414601,25.1282390366,12.1365557228,19.7271252947,0.5106007457,-0.2288126589,12.1379396263,19.7161708034,0.4885185251,0.0387044123,0,0,1500,1701,40.0484822895,-88.2328282105,40.0484855,-88.2328265,-0.6864655018,-0.2941994965,-6.8646550179,0.1947787419,-0.0361283144,-0.0020943951,0,0,0,0,0,205212,0.0,0.403216958,0.4949663877,0.5262351036,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,104,1401
159,1527886358101,1126101, RC,0,40.0483048792,-88.2326839842,0,11.975201369,22.0912414601,25.1282390366,12.2284426654,19.7153942295,0.5150151849,0.1308996939,12.1379396263,19.7161708034,0.4885185251,0.0387044123,0,0,1500,1701,40.048482184,-88.2328292892,40.0484855,-88.2328265,2.3535959721,0.3922660053,-11.0815143585,0.1308996939,-0.1692969341,-0.0041887901,0,0,0,0,0,205213,0.0,0.403216958,0.5225564837,0.507473886,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,125,1409
160,1527886358301,1126301, RC,0,40.0483048792,-88.2326839842,0,12.1576185874,22.1052640971,25.2279684184,12.3461903838,19.718285298,0.5031514168,0.0563741352,12.3203568447,19.7301934404,0.4920947151,0.0534901857,0,0,1500,1701,40.04848221,-88.2328306723,40.0484855,-88.2328265,-2.3535959721,1.0787315369,-8.1395196915,-0.059515729,-0.0181514236,0.1298524973,0,0,0,0,0,205213,0.0,0.403216958,0.4953342378,0.5109686255,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,157,1414
161,1527886358502,1126502, RC,0,40.0483048792,-88.2326839842,0,12.2509596739,22.1103515042,25.277532644,12.4244839549,19.7233632002,0.4900920987,0.0031415928,12.4136979312,19.7352808475,0.4928324502,0.0597483376,0,0,1500,1701,40.0484822557,-88.2328315912,40.048486,-88.2328323333,0.6864655018,1.7651970387,-10.3950481415,-0.0127409039,-0.2597049947,0.0968657768,0,0,0,0,0,205213,0.0,0.403216958,0.4842981994,0.4958860278,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,112,1424
162,1527886358703,1126703, RC,0,40.0483048792,-88.2326839842,0,12.3445394958,22.1109882777,25.3235751421,12.5143491786,19.711743329,0.5094971657,-0.1384046067,12.5072777531,19.735917621,0.4958990818,0.0561873321,0,0,1500,1701,40.0484821512,-88.2328326463,40.048486,-88.2328323333,0.2941994965,1.6671304703,-9.8066501617,0.1192059866,-0.0776671484,-0.1883210256,0,0,0,0,0,205213,0.0,0.403216958,0.5115204453,0.507473886,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,116,1430
163,1527886358903,1126903, RC,0,40.0483048792,-88.2326839842,0,12.4375569698,22.1066345589,25.3652540869,12.6093849882,19.7095379628,0.5063702464,0.3342305451,12.6002952271,19.7315639022,0.4962418438,0.0358271794,0,0,1500,1701,40.0484821313,-88.2328337632,40.048486,-88.2328323333,1.0787315369,0.7845320106,-11.571846962,-0.0713839691,0.2202605496,0.1851794276,0,0,0,0,0,205213,0.0,0.403216958,0.5155669451,0.4971735477,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,59,1441
164,1527886359104,1127104, RC,0,40.0483048792,-88.2326839842,0,12.5335149712,22.1055495839,25.4114997578,12.7112984088,19.7195825717,0.5020478368,0.1150172004,12.6962532285,19.7304789272,0.4974610518,0.0470941463,0,0,1500,1701,40.0484822217,-88.232834962,40.048486,-88.2328323333,-0.3922660053,0.1961330026,-12.5525121689,-0.0701622356,-0.1436405894,-0.005235988,0,0,0,0,0,205214,0.0,0.403216958,0.5107846856,0.4933109581,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,63,1451
165,1527886359310,1127310, RC,0,40.0483048792,-88.2326839842,0,12.6265340216,22.1032937241,25.4555486064,12.7897024367,19.711928654,0.4965298176,0.196873135,12.7892722789,19.7282230674,0.4985546229,0.0455732042,0,0,1500,1701,40.0484821528,-88.2328358823,40.048486,-88.2328323333,0.2941994965,-1.176797986,-5.1975240707,-0.0106465087,0.0989601699,0.017104227,0,0,0,0,0,205214,0.0,0.403216958,0.493678838,0.4993807673,90,45,45,0,0,0,42.7559967041,16.5,0,2,10,1,46,1460
166,1527886359511,1127511, RC,0,40.0483048792,-88.2326839842,0,12.7201744527,22.1034333886,25.502247071,12.8873534133,19.7225107047,0.5129919052,-0.1223475846,12.88291271,19.7283627319,0.4990054467,0.0501918072,0,0,1500,1701,40.048482248,-88.2328370297,40.0484851667,-88.2328355,2.0593965054,0.0980665013,-14.8080415726,0.1893682305,0.2851868024,0.1267109077,0,0,0,0,0,205214,0.0,0.403216958,0.5120722055,0.5139115453,90,45,45,0,0,0,41.6790008545,16.5,0,2,10,1,39,1469
167,1527886359711,1127711, RC,0,40.0483048792,-88.2326839842,0,12.8165448158,22.0998985796,25.547393962,12.9941530478,19.7069804799,0.5022317171,-0.0319395261,12.9792830731,19.7248279229,0.5000745252,0.0322549832,0,0,1500,1713,40.0484821083,-88.232838284,40.0484851667,-88.2328355,-1.0787315369,-0.0980665013,-12.9447784424,0.0680678425,0.0904080523,-0.1415461963,0,0,0,0,0,205214,0.0,0.4279040098,0.4995647073,0.5048987865,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,122,1478
168,1527886359912,1127912, RC,0,40.0483048792,-88.2326839842,0,12.9114620903,22.0964815535,25.5921931525,13.0829288724,19.7123363692,0.5070140362,0.1480039126,13.0742003476,19.7214108968,0.4998381481,0.0205449032,0,0,1500,1713,40.0484821565,-88.2328393282,40.0484851667,-88.2328355,-0.2941994965,-0.588398993,-7.1588544846,0.0584685283,0.2043780561,0.1085594758,0,0,0,0,0,205214,0.0,0.4279040098,0.4979093075,0.5161187649,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,43,1486
169,1527886360113,1128113, RC,0,40.0483048792,-88.2326839842,0,13.0090794119,22.0935665072,25.6390683947,13.1786028742,19.7127811488,0.5204412341,0.1692969341,13.1718176692,19.7184958505,0.501016974,0.0210356268,0,0,1500,1713,40.0484821605,-88.2328404527,40.0484851667,-88.2328355,1.8632634878,-4.1187930107,-11.6699142456,-0.1213003797,0.1574287065,0.1244419777,0,0,0,0,0,205215,0.0,0.4279040098,0.5212689638,0.5196135044,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,72,1495
170,1527886360314,1128314, RC,0,40.0483048792,-88.2326839842,0,13.1073074575,22.0899821128,25.6859654,13.2719807926,19.7046824515,0.509589076,0.1150172004,13.2700457148,19.7149114561,0.5045809749,0.0222636856,0,0,1500,1713,40.0484820877,-88.2328415497,40.0484851667,-88.2328355,0.588398993,-0.490332514,-9.8066501617,0.1734857203,-0.1298524973,-0.0340339212,0,0,0,0,0,205215,0.0,0.4279040098,0.5122561455,0.5069220662,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,44,1504
171,1527886360514,1128514, RC,0,40.0483048792,-88.2326839842,0,13.2031678534,22.0875928243,25.7329632599,13.3620413266,19.6996045508,0.5190617442,0.0010471975,13.3659061107,19.7125221676,0.5078043495,0.0230947069,0,0,1500,1726,40.048482042,-88.2328426077,40.0484863333,-88.2328413333,-0.7845320106,-0.588398993,-15.6906404495,0.1031489561,-0.4640830508,-0.0617846549,0,0,0,0,0,205215,0.0,0.4525909424,0.5288102627,0.5093132257,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,37,1513
172,1527886360722,1128722, RC,0,40.0483048792,-88.2326839842,0,13.3007198352,22.0844658739,25.7804728635,13.47173509,19.6936370894,0.5369952917,-0.168075209,13.4634580925,19.7093952172,0.5104356135,0.0163745807,0,0,1482,1726,40.0484819883,-88.2328438963,40.0484863333,-88.2328413333,0.9806650281,-0.6864655018,-9.5124511719,0.0511381482,-0.0457276244,-0.1989675281,0,0,0,0,0,205215,-0.0342450142,0.4525909424,0.5269708633,0.5470196605,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,47,1522
173,1527886360923,1128923, RC,0,40.0483048792,-88.2326839842,0,13.3962292216,22.0820601967,25.8278210442,13.5678452094,19.7007720965,0.5429731011,-0.0436332313,13.5589674789,19.70698954,0.5126098647,0.0016076743,0,0,1465,1726,40.0484820525,-88.2328450257,40.0484863333,-88.2328413333,0.0980665013,-0.3922660053,-8.3356523514,0.1267109077,0.2576106016,0.1574287065,0,0,0,0,0,205215,-0.0684900284,0.4525909424,0.4879768789,0.5979693532,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,61,1531
174,1527886361124,1129124, RC,0,40.0483048792,-88.2326839842,0,13.4922573569,22.0784441593,25.8746730429,13.6606214594,19.6934702962,0.5397542715,0.0158824967,13.6549956142,19.7033735026,0.514490388,-0.0045908565,0,0,1500,1726,40.0484819868,-88.2328461158,40.0484863333,-88.2328413333,-0.1961330026,-1.8632634878,-11.1795806885,0.0415388382,0.0308923274,-0.0638790521,0,0,0,0,0,205216,0.0,0.4525909424,0.4800677299,0.5994408727,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,60,1540
175,1527886361325,1129325, RC,0,40.0483048792,-88.2326839842,0,13.5919387732,22.0718140664,25.9211453412,13.773548438,19.6821469462,0.5622861981,-0.1713913272,13.7546770305,19.6967434097,0.5170036452,-0.012002797,0,0,1500,1726,40.048481885,-88.2328474425,40.0484863333,-88.2328413333,0.0,0.0980665013,-9.5124511719,0.1127482703,-0.3288200337,0.0808087464,0,0,0,0,0,205216,0.0,0.4525909424,0.5194295645,0.6051428318,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,76,1548
176,1527886361525,1129525, RC,0,40.0483048792,-88.2326839842,0,13.6959287871,22.0649179158,25.969964728,13.8779565555,19.6780512661,0.5369952917,-0.1904154187,13.8586670444,19.6898472591,0.5199340093,-0.0275692402,0,0,1584,1726,40.0484818482,-88.232848669,40.0484873333,-88.2328468333,-0.3922660053,-0.2941994965,-2.0593965054,0.1776745232,-0.1586504317,-0.1511455106,0,0,0,0,0,205216,0.168372035,0.4525909424,0.5243958235,0.5495947599,90,45,45,0,0,0,42.7559967041,16.6000003815,0,2,10,1,79,1557
