,(0)linux time (ms),    (1)uptime  (ms),      (2)drive mode,(3)mpc step counter,(4)mpc origin latitude  (deg),(5)mpc origin longitude  (deg),(6)closest trajectory point index to robot,(7)mpc error x (W;E)  (m),(8)mpc error y (W;E)  (m),(9)abs mpc error (m),(10)input [x] for mhe (m),(11)input [y] for mhe (m),(12)input [speed] for mhe (m/s),(13)input [vyaw] for mhe (rad/s),(14)mhe output x  (m),(15)mhe output y  (m),(16)mhe output speed  (m/s),(17)mhe output yaw  (rad),(18)mpc reference heading (rad),(19)mpc turn rate command (rad/s),(20)turn rate command as PWM,(21)throttle command as PWM,(22)primary gps latitude (deg),(23)primary gps longitude (deg),(24)secondary gps latitude  (deg),(25)secondary gps longitude (deg),(26)accelerometer x (m/s^2),(27)accelerometer y (m/s^2),(28)accelerometer z (m/s^2),(29)gyro yaw rate (rad/s),(30)gyro pitch rate   (rad/s),(31)gyro roll rate (rad/s),      (32)yaw (rad),  (33)pitch   (rad),     (34)roll (rad),(35)sonar1 measurement (m),(36)ultrasonic sensor measurement (m),(37)primary gps time (s),(38)normalized turn rate command,(39)normalized throttle command,(40)speed calculation from encoder left (m/s),(41)speed calculation from encoder right (m/s),(42)front gimbal target angle (degrees from straight down),(43)left gimbal target angle  (degrees from straight down),(44)right gimbal target angle  (degrees from straight down),(45)front gimbal measured angle  (degrees from straight down),(46)left gimbal measured angle    (degrees from straight down),(47)right gimbal measured angle  (degrees from straight down),(48)internal temperature (C),(49)battery voltage (V),(50)primary gps type,(51)secondary gps type,    (52)MPC R value, (53)MPC Q[0] value,Unnamed: 54,weed_num,start
0,1530571371019,386019, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1500,0.0,0.0,40.063795,-88.1999151667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.3363494873,89.7633895874,89.9543762207,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,96,0
1,1530571371069,386069, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1500,0.0,0.0,40.063795,-88.1999151667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.3363494873,89.7633895874,89.9543762207,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,96,0
2,1530571371119,386119, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1480,0.0,0.0,40.063795,-88.1999151667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0395690203,0.0,0.0,90.0,90.0,90.0,90.3363494873,89.7633895874,89.9543762207,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,96,0
3,1530571371170,386170, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.0067135906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1480,0.0,0.0,40.063795,-88.1999151667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0395690203,-0.0058858879,-0.0075412933,90.0,90.0,90.0,90.3363494873,89.7633895874,89.9543762207,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,126,2
4,1530571371220,386220, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.0131512806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1480,0.0,0.0,40.0637941667,-88.1999171667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0395690203,-0.0126914456,-0.0136111155,90.0,90.0,90.0,90.3363494873,89.6997299194,90.01803588870001,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,127,4
5,1530571371271,386271, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.022991748500000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1480,0.0,0.0,40.0637941667,-88.1999171667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0395690203,-0.022256012999999998,-0.023727484,90.0,90.0,90.0,90.40000915530001,89.5724029541,90.01803588870001,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,135,6
6,1530571371321,386321, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.0281419009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1508,0.0,0.0,40.0637941667,-88.1999171667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0161379576,-0.027957966600000002,-0.0283258334,90.0,90.0,90.0,90.3363494873,89.44507598879999,90.0816955566,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,129,8
7,1530571371372,386372, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.0270382948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1508,0.0,0.0,40.0637941667,-88.1999171667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0161379576,-0.0248310883,-0.0292455032,90.0,90.0,90.0,90.2726821899,89.25408935549999,90.2726821899,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,140,10
8,1530571371422,386422, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.017289795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1557,0.0,0.0,40.0637941667,-88.1999171667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.11468994619999999,-0.0167379919,-0.017841598,90.0,90.0,90.0,90.4636688232,89.3814163208,90.3363494873,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,148,12
9,1530571371473,386473, RC,0,39.9586186,-88.445067899,0,0.0,0.0,0.0,0.0,0.0,0.0053340858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1557,0.0,0.0,40.0637941667,-88.1999171667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.11468994619999999,-0.0038626138000000003,-0.0068055578000000005,90.0,90.0,90.0,90.3363494873,90.0816955566,90.2726821899,44.9079971313,14.392672538800001,2.629999876,0,2,25,1,141,14
